term,polarity,language
戦略性,positive,ja
戦力,positive,ja
洗浄力,positive,ja
洗練,positive,ja
繊細,positive,ja
繊細さ,positive,ja
選奨,positive,ja
鮮やか,positive,ja
鮮やかさ,positive,ja
鮮度,positive,ja
鮮明,positive,ja
鮮烈,positive,ja
前進,positive,ja
前途,positive,ja
善,positive,ja
善意,positive,ja
善行,positive,ja
善政,positive,ja
善戦,positive,ja
善美,positive,ja
全快,positive,ja
全国制覇,positive,ja
全勝,positive,ja
全盛,positive,ja
全精力,positive,ja
全速,positive,ja
全速力,positive,ja
全知,positive,ja
全知全能,positive,ja
全能,positive,ja
全力,positive,ja
祖国統一,positive,ja
祖先,positive,ja
素質,positive,ja
素晴らしさ,positive,ja
素早さ,positive,ja
素地,positive,ja
素直,positive,ja
素敵,positive,ja
素朴,positive,ja
素養,positive,ja
創意工夫,positive,ja
創業者,positive,ja
創見,positive,ja
創作意欲,positive,ja
創造性,positive,ja
創造力,positive,ja
壮快,positive,ja
壮観,positive,ja
壮健,positive,ja
壮美,positive,ja
奏功,positive,ja
奏効,positive,ja
爽やか,positive,ja
爽やかさ,positive,ja
爽快,positive,ja
爽快感,positive,ja
想い,positive,ja
想像力,positive,ja
操作性,positive,ja
早期完成,positive,ja
早期実現,positive,ja
早期成立,positive,ja
早期発見,positive,ja
早期発見早期治療,positive,ja
早業,positive,ja
早寝早起き,positive,ja
相愛,positive,ja
相互運用性,positive,ja
相思相愛,positive,ja
相乗効果,positive,ja
総て,positive,ja
総なめ,positive,ja
総合力,positive,ja
荘厳,positive,ja
荘厳さ,positive,ja
走力,positive,ja
増産,positive,ja
増収,positive,ja
即戦力,positive,ja
息災,positive,ja
息吹,positive,ja
速さ,positive,ja
速やか,positive,ja
速球,positive,ja
速効,positive,ja
速報性,positive,ja
速力,positive,ja
卒業資格,positive,ja
存在意義,positive,ja
存在感,positive,ja
存生,positive,ja
尊さ,positive,ja
尊敬,positive,ja
尊厳,positive,ja
尊重,positive,ja
尊信,positive,ja
尊崇,positive,ja
多機能,positive,ja
多幸,positive,ja
多彩,positive,ja
多謝,positive,ja
多情仏心,positive,ja
多面的機能,positive,ja
多様性,positive,ja
太っ腹,positive,ja
太平,positive,ja
太平楽,positive,ja
体内時計,positive,ja
体力,positive,ja
体力気力,positive,ja
対応力,positive,ja
耐圧,positive,ja
耐久性,positive,ja
耐久力,positive,ja
耐候性,positive,ja
耐衝撃性,positive,ja
耐食性,positive,ja
耐震性,positive,ja
耐水性,positive,ja
耐性,positive,ja
耐熱性,positive,ja
帯域幅,positive,ja
退院祝い,positive,ja
代謝,positive,ja
代表作,positive,ja
代表選手,positive,ja
代役,positive,ja
大にぎわい,positive,ja
大ヒット,positive,ja
大悦,positive,ja
大往生,positive,ja
大恩,positive,ja
大家,positive,ja
大企業,positive,ja
大喜び,positive,ja
大器晩成,positive,ja
大技,positive,ja
大義,positive,ja
大吉,positive,ja
大漁,positive,ja
大金,positive,ja
大慶,positive,ja
大賢,positive,ja
大好き,positive,ja
大好評,positive,ja
大国,positive,ja
大作,positive,ja
大仕事,positive,ja
大事,positive,ja
大自然,positive,ja
大勝,positive,ja
大勝利,positive,ja
大笑い,positive,ja
大丈夫,positive,ja
大人物,positive,ja
大成,positive,ja
大成功,positive,ja
大盛況,positive,ja
大聖,positive,ja
大切,positive,ja
大多数,positive,ja
大胆,positive,ja
大胆さ,positive,ja
大統領,positive,ja
大盤石,positive,ja
大福,positive,ja
大物,positive,ja
大力,positive,ja
大和魂,positive,ja
大和心,positive,ja
第一人者,positive,ja
第一流,positive,ja
醍醐味,positive,ja
卓識,positive,ja
卓抜,positive,ja
達識,positive,ja
達者,positive,ja
達人,positive,ja
達成,positive,ja
達成感,positive,ja
奪回,positive,ja
脱却,positive,ja
丹青,positive,ja
丹念,positive,ja
嘆美,positive,ja
探求心,positive,ja
探究心,positive,ja
探検気分,positive,ja
淡彩,positive,ja
誕生,positive,ja
誕生祝い,positive,ja
誕生石,positive,ja
誕生日,positive,ja
誕生日プレゼント,positive,ja
誕生日祝い,positive,ja
団結力,positive,ja
団欒,positive,ja
弾力,positive,ja
弾力性,positive,ja
断トツ,positive,ja
断熱性,positive,ja
暖かさ,positive,ja
段違い,positive,ja
男気,positive,ja
男手,positive,ja
男女共同参画,positive,ja
男女同権,positive,ja
男女平等,positive,ja
男神,positive,ja
男前,positive,ja
男冥利,positive,ja
値ごろ,positive,ja
値打ち,positive,ja
知,positive,ja
知・智,positive,ja
知る権利,positive,ja
知恵,positive,ja
知恵袋,positive,ja
知行,positive,ja
知識,positive,ja
知識経験,positive,ja
知識人,positive,ja
知性,positive,ja
知的,positive,ja
知的興奮,positive,ja
知的好奇心,positive,ja
知的所有権,positive,ja
知徳,positive,ja
知能,positive,ja
知名,positive,ja
知名度,positive,ja
知勇,positive,ja
知力,positive,ja
地位,positive,ja
地域性,positive,ja
地力,positive,ja
智,positive,ja
智恵,positive,ja
智慧,positive,ja
竹林の七賢,positive,ja
蓄え,positive,ja
秩序,positive,ja
茶気,positive,ja
中庸,positive,ja
中立性,positive,ja
仲間,positive,ja
仲間意識,positive,ja
仲人,positive,ja
仲直り,positive,ja
仲良し,positive,ja
忠義,positive,ja
忠勤,positive,ja
忠魂,positive,ja
忠実,positive,ja
忠心,positive,ja
忠誠,positive,ja
忠誠心,positive,ja
忠節,positive,ja
忠霊,positive,ja
注意力,positive,ja
衷情,positive,ja
著名,positive,ja
著名人,positive,ja
貯金,positive,ja
丁重,positive,ja
丁寧,positive,ja
丁寧さ,positive,ja
寵愛,positive,ja
帳消し,positive,ja
帳消し,positive,ja
張り,positive,ja
張り合い,positive,ja
朝恩,positive,ja
聴き手,positive,ja
聴力,positive,ja
調法,positive,ja
調和,positive,ja
超人,positive,ja
超能力,positive,ja
長,positive,ja
長持ち,positive,ja
長者,positive,ja
長寿,positive,ja
長寿命化,positive,ja
長所,positive,ja
長生,positive,ja
長生き,positive,ja
長打,positive,ja
長打力,positive,ja
長命,positive,ja
直線美,positive,ja
沈静,positive,ja
珍しさ,positive,ja
賃金,positive,ja
賃上げ,positive,ja
追加効果,positive,ja
追加点,positive,ja
痛快,positive,ja
通,positive,ja
通気性,positive,ja
釣果,positive,ja
低コスト,positive,ja
低価格,positive,ja
低消費電力,positive,ja
貞潔,positive,ja
貞淑,positive,ja
貞節,positive,ja
貞操,positive,ja
定着,positive,ja
定番,positive,ja
定評,positive,ja
底上げ,positive,ja
底力,positive,ja
抵抗性,positive,ja
抵抗力,positive,ja
提供,positive,ja
提携関係,positive,ja
程々,positive,ja
敵失,positive,ja
的確,positive,ja
的中,positive,ja
適応性,positive,ja
適応力,positive,ja
適合,positive,ja
適材適所,positive,ja
適時打,positive,ja
適職,positive,ja
適性,positive,ja
適正,positive,ja
適切,positive,ja
適度,positive,ja
適任,positive,ja
適評,positive,ja
適法,positive,ja
適役,positive,ja
哲学,positive,ja
徹底的,positive,ja
典麗,positive,ja
天にも昇る心地,positive,ja
天衣無縫,positive,ja
天恩,positive,ja
天下一,positive,ja
天下一品,positive,ja
天恵,positive,ja
天皇杯,positive,ja
天国,positive,ja
天才,positive,ja
天使,positive,ja
天助,positive,ja
天真爛漫,positive,ja
天然温泉,positive,ja
天地神明,positive,ja
天道,positive,ja
天佑,positive,ja
天祐,positive,ja
点数,positive,ja
伝統,positive,ja
伝統美,positive,ja
伝統文化,positive,ja
殿堂入り,positive,ja
電力,positive,ja
都市機能,positive,ja
努力の結晶,positive,ja
努力義務,positive,ja
土産,positive,ja
土付かず,positive,ja
投資効率,positive,ja
投票権,positive,ja
当たり,positive,ja
当たり役,positive,ja
当意即妙,positive,ja
当選,positive,ja
等級,positive,ja
統一感,positive,ja
統一性,positive,ja
透明感,positive,ja
透明性,positive,ja
頭脳,positive,ja
闘気,positive,ja
闘魂,positive,ja
闘志,positive,ja
働き,positive,ja
働きかけ,positive,ja
動作速度,positive,ja
同感,positive,ja
同慶,positive,ja
憧憬,positive,ja
撞着,positive,ja
洞察力,positive,ja
道義,positive,ja
道徳,positive,ja
道徳性,positive,ja
得,positive,ja
得るところ,positive,ja
得意,positive,ja
得策,positive,ja
得手,positive,ja
得点,positive,ja
得点力,positive,ja
得票,positive,ja
得分,positive,ja
得分・徳分,positive,ja
得用,positive,ja
徳,positive,ja
徳義,positive,ja
徳性,positive,ja
徳操,positive,ja
徳分,positive,ja
徳用,positive,ja
徳用・得用,positive,ja
特技,positive,ja
特許,positive,ja
特恵,positive,ja
特権,positive,ja
特効,positive,ja
特質,positive,ja
特殊能力,positive,ja
特選,positive,ja
特段,positive,ja
特典,positive,ja
督励,positive,ja
篤学,positive,ja
篤志,positive,ja
独自性,positive,ja
独自路線,positive,ja
独創性,positive,ja
独立,positive,ja
独立心,positive,ja
独立性,positive,ja
独立独歩,positive,ja
読解力,positive,ja
内祝言,positive,ja
南国気分,positive,ja
難攻不落,positive,ja
二枚目,positive,ja
賑やか,positive,ja
賑やかさ,positive,ja
賑わい,positive,ja
肉感,positive,ja
肉体美,positive,ja
日光浴,positive,ja
日差し,positive,ja
日本一,positive,ja
入り用,positive,ja
入念,positive,ja
忍耐力,positive,ja
認可,positive,ja
認識,positive,ja
認証,positive,ja
認定,positive,ja
猫かわいがり,positive,ja
熱愛,positive,ja
熱意,positive,ja
熱気,positive,ja
熱血,positive,ja
熱賛,positive,ja
熱心,positive,ja
熱戦,positive,ja
熱量,positive,ja
年賀,positive,ja
年季,positive,ja
年金,positive,ja
年収,positive,ja
念入り,positive,ja
粘り,positive,ja
粘り強さ,positive,ja
濃彩,positive,ja
能,positive,ja
能力,positive,ja
覇気,positive,ja
破壊力,positive,ja
破顔一笑,positive,ja
馬力,positive,ja
俳優,positive,ja
背筋力,positive,ja
配偶者特別控除,positive,ja
配当,positive,ja
倍速,positive,ja
売り上げ,positive,ja
売れ行き,positive,ja
売上,positive,ja
売上げ,positive,ja
博愛,positive,ja
博雅,positive,ja
博学,positive,ja
博識,positive,ja
博聞,positive,ja
博覧強記,positive,ja
拍手,positive,ja
拍手喝采,positive,ja
白砂青松,positive,ja
迫真,positive,ja
迫力,positive,ja
迫力満点,positive,ja
八景,positive,ja
八幡,positive,ja
発揮,positive,ja
発言力,positive,ja
発想力,positive,ja
発達,positive,ja
発展,positive,ja
発展性,positive,ja
抜群,positive,ja
判断能力,positive,ja
判断力,positive,ja
反骨,positive,ja
反戦平和,positive,ja
汎愛,positive,ja
汎用性,positive,ja
繁栄,positive,ja
繁華,positive,ja
繁盛,positive,ja
販路,positive,ja
晩成,positive,ja
批判精神,positive,ja
比翼連理,positive,ja
被写界深度,positive,ja
非凡,positive,ja
飛距離,positive,ja
飛行機,positive,ja
備え,positive,ja
微笑み,positive,ja
眉目秀麗,positive,ja
美,positive,ja
美しさ,positive,ja
美果,positive,ja
美学,positive,ja
美観,positive,ja
美形,positive,ja
美景,positive,ja
美質,positive,ja
美女,positive,ja
美少女,positive,ja
美少年,positive,ja
美丈夫,positive,ja
美食,positive,ja
美人,positive,ja
美声,positive,ja
美男,positive,ja
美男子,positive,ja
美男美女,positive,ja
美的感覚,positive,ja
美点,positive,ja
美徳,positive,ja
美肌,positive,ja
美貌,positive,ja
美味,positive,ja
美味しさ,positive,ja
美妙,positive,ja
美名,positive,ja
美麗,positive,ja
必備,positive,ja
筆まめ,positive,ja
百人力,positive,ja
百戦百勝,positive,ja
表敬,positive,ja
表現能力,positive,ja
表現力,positive,ja
表彰,positive,ja
表情,positive,ja
表徳,positive,ja
評点,positive,ja
評判,positive,ja
品,positive,ja
品位,positive,ja
品格,positive,ja
品質,positive,ja
品性,positive,ja
敏捷,positive,ja
敏捷性,positive,ja
敏速,positive,ja
敏腕,positive,ja
不可欠,positive,ja
不屈,positive,ja
不幸中の幸い,positive,ja
不死,positive,ja
不死身,positive,ja
不戦勝,positive,ja
不動,positive,ja
不敗,positive,ja
不偏,positive,ja
不老,positive,ja
不老長寿,positive,ja
不老不死,positive,ja
付き合い,positive,ja
婦徳,positive,ja
富,positive,ja
富強,positive,ja
富国,positive,ja
富国強兵,positive,ja
富力,positive,ja
布施,positive,ja
普及,positive,ja
普遍性,positive,ja
負けじ魂,positive,ja
負けん気,positive,ja
武,positive,ja
武運,positive,ja
武名,positive,ja
武勇,positive,ja
武勇伝,positive,ja
武力,positive,ja
部材,positive,ja
封殺,positive,ja
風雲児,positive,ja
風格,positive,ja
風光明媚,positive,ja
風合い,positive,ja
風情,positive,ja
風評,positive,ja
風味,positive,ja
風流,positive,ja
風流韻事,positive,ja
副賞,positive,ja
復活,positive,ja
復帰,positive,ja
復権,positive,ja
復原力,positive,ja
復習,positive,ja
復調,positive,ja
福,positive,ja
福の神,positive,ja
福運,positive,ja
福祉,positive,ja
福祉サービス,positive,ja
福徳,positive,ja
複製権,positive,ja
仏心,positive,ja
物柔らか,positive,ja
物静か,positive,ja
分け前,positive,ja
分析力,positive,ja
分明,positive,ja
奮迅,positive,ja
奮励,positive,ja
雰囲気,positive,ja
文化,positive,ja
文化人,positive,ja
文句なし,positive,ja
文殊の知恵,positive,ja
文章力,positive,ja
文人,positive,ja
文武両道,positive,ja
文名,positive,ja
聞き巧者,positive,ja
聞き上手,positive,ja
平安,positive,ja
平易,positive,ja
平穏,positive,ja
平気,positive,ja
平静,positive,ja
平静さ,positive,ja
平等,positive,ja
平等性,positive,ja
平明,positive,ja
平和,positive,ja
平和主義,positive,ja
平和的解決,positive,ja
別段,positive,ja
偏差値,positive,ja
返り咲き,positive,ja
返還,positive,ja
返金,positive,ja
返済,positive,ja
返事,positive,ja
返信,positive,ja
便,positive,ja
便宜,positive,ja
便利,positive,ja
便利さ,positive,ja
勉強時間,positive,ja
保温,positive,ja
保温性,positive,ja
保護,positive,ja
保持,positive,ja
保湿効果,positive,ja
保証,positive,ja
保証付き,positive,ja
保水力,positive,ja
保存性,positive,ja
歩み,positive,ja
補給,positive,ja
補充,positive,ja
補填,positive,ja
母性愛,positive,ja
菩提心,positive,ja
包容力,positive,ja
報酬,positive,ja
報奨金,positive,ja
奉加,positive,ja
奉祝,positive,ja
